sourceType,id,name,missingItemIconBefore,missingTopDownBefore
"gear","stal-naya-zakalka","Стальная закалка","true","true"
"gear","stal-noy-bolt-1","Стальной болт","true","false"
"gear","strely-20","Стрела (20)","true","false"
"gear","sukhozhil-naya-opletka","Сухожильная оплётка","true","true"
"gear","toplivnyy-bak-1","Топливный бак","true","false"
"gear","troll-i-plastiny","Тролльи пластины","true","true"
"gear","fazovaya-obolochka","Фазовая оболочка","true","true"
"gear","khobotok-chazma","Хоботок чазма (м)","true","true"
"gear","tsepkaya-propitka","Цепкая пропитка","true","true"
"gear","cheshuya-leviafana","Чешуя левиафана","true","true"
"gear","shelkovaya-podkladka","Шёлковая подкладка","true","true"
"gear","sherstyanaya-podkladka","Шерстяная подкладка","true","true"
"gear","энциклопедия-20-томов","Энциклопедия (20 томов)","true","false"
"gear","yadovityy-rezervuar","Ядовитый резервуар","true","true"
"gear","ядро-1","Ядро","true","false"
"gear","yakor-real-nosti","Якорь реальности","true","true"
"material","material-alkhimicheskaya-sliz-1-y-rang","Алхимическая слизь 1-й ранг","true","true"
"material","material-alkhimicheskaya-sliz-2-y-rang","Алхимическая слизь 2-й ранг","true","true"
"material","material-alkhimicheskaya-sliz-3-y-rang","Алхимическая слизь 3-й ранг","true","true"
"material","material-alkhimicheskaya-sliz-5-y-rang","Алхимическая слизь 5-й ранг","true","true"
"material","material-alkhimicheskaya-sliz-6-y-rang","Алхимическая слизь 6-й ранг","true","true"
"material","material-alkhimicheskaya-sliz-7-y-rang","Алхимическая слизь 7-й ранг","true","true"
"material","material-volos-chudovishcha-4-y-rang","Волос чудовища 4-й ранг","true","true"
"material","material-122","Глаз Антимагии","false","true"
"material","material-glaz-antimagii-bekholdera","Глаз антимагии бехолдера","true","true"
"material","material-glaz-chudovishcha-1-y-rang","Глаз чудовища 1-й ранг","true","true"
"material","material-glaz-chudovishcha-3-y-rang","Глаз чудовища 3-й ранг","true","true"
"material","material-glaz-chudovishcha-4-y-rang","Глаз чудовища 4-й ранг","true","true"
"material","material-glaz-chudovishcha-6-y-rang","Глаз чудовища 6-й ранг","true","true"
"material","material-glaz-chudovishcha-7-y-rang","Глаз чудовища 7-й ранг","true","true"
"material","material-119","Глазные стебли","false","true"
"material","material-zhabry-chudovishcha-1-y-rang","Жабры чудовища 1-й ранг","true","true"
"material","material-zhir-chudovishcha-3-y-rang","Жир чудовища 3-й ранг","true","true"
"material","material-zacharovannaya-derevyannaya-detal-3-y-rang","Зачарованная деревянная деталь 3-й ранг","true","true"
"material","material-zacharovannye-metallicheskie-detali-1-y-rang","Зачарованные металлические детали 1-й ранг","true","true"
"material","material-zacharovannye-metallicheskie-detali-2-y-rang","Зачарованные металлические детали 2-й ранг","true","true"
"material","material-zacharovannye-metallicheskie-detali-4-y-rang","Зачарованные металлические детали 4-й ранг","true","true"
"material","material-zacharovannye-metallicheskie-detali-6-y-rang","Зачарованные металлические детали 6-й ранг","true","true"
"material","material-zacharovannye-metallicheskie-detali-7-y-rang","Зачарованные металлические детали 7-й ранг","true","true"
"material","material-zacharovannye-metallicheskie-detali-9-y-rang","Зачарованные металлические детали 9-й ранг","true","true"
"material","material-zacharovannyy-kamennyy-fragment-1-y-rang","Зачарованный каменный фрагмент 1-й ранг","true","true"
"material","material-zacharovannyy-kamennyy-fragment-2-y-rang","Зачарованный каменный фрагмент 2-й ранг","true","true"
"material","material-zacharovannyy-kamennyy-fragment-3-y-rang","Зачарованный каменный фрагмент 3-й ранг","true","true"
"material","material-zacharovannyy-kamennyy-fragment-5-y-rang","Зачарованный каменный фрагмент 5-й ранг","true","true"
"material","material-zacharovannyy-kamennyy-fragment-9-y-rang","Зачарованный каменный фрагмент 9-й ранг","true","true"
"material","material-izmenchivaya-tkan-1-y-rang","Изменчивая ткань 1-й ранг","true","true"
"material","material-izmenchivaya-tkan-2-y-rang","Изменчивая ткань 2-й ранг","true","true"
"material","material-izmenchivaya-tkan-5-y-rang","Изменчивая ткань 5-й ранг","true","true"
"material","material-izmenchivaya-tkan-7-y-rang","Изменчивая ткань 7-й ранг","true","true"
"material","material-izmenchivaya-tkan-8-y-rang","Изменчивая ткань 8-й ранг","true","true"
"material","material-izmenchivaya-tkan-9-y-rang","Изменчивая ткань 9-й ранг","true","true"
"material","material-illyuzornyy-osadok-1-y-rang","Иллюзорный осадок 1-й ранг","true","true"
"material","material-illyuzornyy-osadok-2-y-rang","Иллюзорный осадок 2-й ранг","true","true"
"material","material-illyuzornyy-osadok-4-y-rang","Иллюзорный осадок 4-й ранг","true","true"
"material","material-illyuzornyy-osadok-6-y-rang","Иллюзорный осадок 6-й ранг","true","true"
"material","material-infernal-naya-essentsiya-1-y-rang","Инфернальная эссенция 1-й ранг","true","true"
"material","material-infernal-naya-essentsiya-2-y-rang","Инфернальная эссенция 2-й ранг","true","true"
"material","material-infernal-naya-essentsiya-3-y-rang","Инфернальная эссенция 3-й ранг","true","true"
"material","material-infernal-naya-essentsiya-4-y-rang","Инфернальная эссенция 4-й ранг","true","true"
"material","material-infernal-naya-essentsiya-5-y-rang","Инфернальная эссенция 5-й ранг","true","true"
"material","material-infernal-naya-essentsiya-6-y-rang","Инфернальная эссенция 6-й ранг","true","true"
"material","material-infernal-naya-essentsiya-7-y-rang","Инфернальная эссенция 7-й ранг","true","true"
"material","material-infernal-naya-essentsiya-8-y-rang","Инфернальная эссенция 8-й ранг","true","true"
"material","material-infernal-naya-essentsiya-9-y-rang","Инфернальная эссенция 9-й ранг","true","true"
"material","material-kamen-nevidimosti","Камень невидимости","false","true"
"material","material-kislotnyy-reagent-1-y-rang","Кислотный реагент 1-й ранг","true","true"
"material","material-kislotnyy-reagent-10-y-rang","Кислотный реагент 10-й ранг","true","true"
"material","material-kislotnyy-reagent-2-y-rang","Кислотный реагент 2-й ранг","true","true"
"material","material-kislotnyy-reagent-3-y-rang","Кислотный реагент 3-й ранг","true","true"
"material","material-kislotnyy-reagent-4-y-rang","Кислотный реагент 4-й ранг","true","true"
"material","material-kislotnyy-reagent-6-y-rang","Кислотный реагент 6-й ранг","true","true"
"material","material-kislotnyy-reagent-8-y-rang","Кислотный реагент 8-й ранг","true","true"
"material","material-kislotnyy-reagent-9-y-rang","Кислотный реагент 9-й ранг","true","true"
"material","material-kleshnya-chudovishcha-2-y-rang","Клешня чудовища 2-й ранг","true","true"
"material","material-kleshnya-chudovishcha-5-y-rang","Клешня чудовища 5-й ранг","true","true"
"material","material-kleshnya-chudovishcha-6-y-rang","Клешня чудовища 6-й ранг","true","true"
"material","material-120","Клык чудовища","false","true"
"material","material-klyk-chudovishcha-4-y-rang","Клык чудовища 4-й ранг","true","true"
"material","material-klyk-chudovishcha-5-y-rang","Клык чудовища 5-й ранг","true","true"
"material","material-klyk-chudovishcha-6-y-rang","Клык чудовища 6-й ранг","true","true"
"material","material-klyk-chudovishcha-7-y-rang","Клык чудовища 7-й ранг","true","true"
"material","material-klyk-chudovishcha-9-y-rang","Клык чудовища 9-й ранг","true","true"
"material","material-klyuv-chudovishcha-1-y-rang","Клюв чудовища 1-й ранг","true","true"
"material","material-klyuv-chudovishcha-2-y-rang","Клюв чудовища 2-й ранг","true","true"
"material","material-klyuv-chudovishcha-4-y-rang","Клюв чудовища 4-й ранг","true","true"
"material","material-kogot-chudovishcha-1-y-rang","Коготь чудовища 1-й ранг","true","true"
"material","material-kogot-chudovishcha-10-y-rang","Коготь чудовища 10-й ранг","true","true"
"material","material-kogot-chudovishcha-3-y-rang","Коготь чудовища 3-й ранг","true","true"
"material","material-kogot-chudovishcha-4-y-rang","Коготь чудовища 4-й ранг","true","true"
"material","material-kogot-chudovishcha-5-y-rang","Коготь чудовища 5-й ранг","true","true"
"material","material-kogot-chudovishcha-6-y-rang","Коготь чудовища 6-й ранг","true","true"
"material","material-kogot-chudovishcha-7-y-rang","Коготь чудовища 7-й ранг","true","true"
"material","material-kogot-chudovishcha-8-y-rang","Коготь чудовища 8-й ранг","true","true"
"material","material-kogot-chudovishcha-9-y-rang","Коготь чудовища 9-й ранг","true","true"
"material","material-kopyto-chudovishcha-2-y-rang","Копыто чудовища 2-й ранг","true","true"
"material","material-kopyto-chudovishcha-4-y-rang","Копыто чудовища 4-й ранг","true","true"
"material","material-kopyto-chudovishcha-6-y-rang","Копыто чудовища 6-й ранг","true","true"
"material","material-kopyto-chudovishcha-7-y-rang","Копыто чудовища 7-й ранг","true","true"
"material","material-181","Корень драконьего дерева","false","true"
"material","material-171","Кости мантикоры","false","true"
"material","material-186","Кости тролля","false","true"
"material","material-kost-chudovishcha-10-y-rang","Кость чудовища 10-й ранг","true","true"
"material","material-kost-chudovishcha-2-y-rang","Кость чудовища 2-й ранг","true","true"
"material","material-kost-chudovishcha-3-y-rang","Кость чудовища 3-й ранг","true","true"
"material","material-kost-chudovishcha-4-y-rang","Кость чудовища 4-й ранг","true","true"
"material","material-kost-chudovishcha-5-y-rang","Кость чудовища 5-й ранг","true","true"
"material","material-kost-chudovishcha-6-y-rang","Кость чудовища 6-й ранг","true","true"
"material","material-kost-chudovishcha-7-y-rang","Кость чудовища 7-й ранг","true","true"
"material","material-kost-chudovishcha-8-y-rang","Кость чудовища 8-й ранг","true","true"
"material","material-kost-chudovishcha-9-y-rang","Кость чудовища 9-й ранг","true","true"
"material","material-kristall-khvosta-leviafana","Кристалл хвоста левиафана","true","true"
"material","material-krov-chudovishcha-2-y-rang","Кровь чудовища 2-й ранг","true","true"
"material","material-krov-chudovishcha-3-y-rang","Кровь чудовища 3-й ранг","true","true"
"material","material-krov-chudovishcha-4-y-rang","Кровь чудовища 4-й ранг","true","true"
"material","material-krov-chudovishcha-5-y-rang","Кровь чудовища 5-й ранг","true","true"
"material","material-krov-chudovishcha-6-y-rang","Кровь чудовища 6-й ранг","true","true"
"material","material-krov-chudovishcha-7-y-rang","Кровь чудовища 7-й ранг","true","true"
"material","material-krov-chudovishcha-9-y-rang","Кровь чудовища 9-й ранг","true","true"
"material","material-lipkaya-sliz-chudovishcha-1-y-rang","Липкая слизь чудовища 1-й ранг","true","true"
"material","material-lipkaya-sliz-chudovishcha-2-y-rang","Липкая слизь чудовища 2-й ранг","true","true"
"material","material-magicheskiy-kondensator-6-y-rang","Магический конденсатор 6-й ранг","true","true"
"material","material-magicheskiy-kondensator-7-y-rang","Магический конденсатор 7-й ранг","true","true"
"material","material-magicheskiy-kondensator-9-y-rang","Магический конденсатор 9-й ранг","true","true"
"material","material-magicheskiy-osadok-1-y-rang","Магический осадок 1-й ранг","true","true"
"material","material-magicheskiy-osadok-2-y-rang","Магический осадок 2-й ранг","true","true"
"material","material-magicheskiy-osadok-3-y-rang","Магический осадок 3-й ранг","true","true"
"material","material-magicheskiy-osadok-4-y-rang","Магический осадок 4-й ранг","true","true"
"material","material-magicheskiy-osadok-5-y-rang","Магический осадок 5-й ранг","true","true"
"material","material-magicheskiy-osadok-6-y-rang","Магический осадок 6-й ранг","true","true"
"material","material-magicheskiy-osadok-9-y-rang","Магический осадок 9-й ранг","true","true"
"material","material-mozg-chudovishcha-1-y-rang","Мозг чудовища 1-й ранг","true","true"
"material","material-mozg-chudovishcha-10-y-rang","Мозг чудовища 10-й ранг","true","true"
"material","material-mozg-chudovishcha-2-y-rang","Мозг чудовища 2-й ранг","true","true"
"material","material-mozg-chudovishcha-4-y-rang","Мозг чудовища 4-й ранг","true","true"
"material","material-mozg-chudovishcha-5-y-rang","Мозг чудовища 5-й ранг","true","true"
"material","material-mozg-chudovishcha-6-y-rang","Мозг чудовища 6-й ранг","true","true"
"material","material-mozg-chudovishcha-7-y-rang","Мозг чудовища 7-й ранг","true","true"
"material","material-mozg-chudovishcha-8-y-rang","Мозг чудовища 8-й ранг","true","true"
"material","material-mozg-chudovishcha-9-y-rang","Мозг чудовища 9-й ранг","true","true"
"material","material-okamenyayushchiy-reagent-3-y-rang","Окаменяющий реагент 3-й ранг","true","true"
"material","material-osadok-pogloshchennoy-pamyati-3-y-rang","Осадок поглощённой памяти 3-й ранг","true","true"
"material","material-osadok-pogloshchennoy-pamyati-5-y-rang","Осадок поглощённой памяти 5-й ранг","true","true"
"material","material-43","Осколок маны","false","true"
"material","material-17","Осколок черепа чудовища","false","true"
"material","material-ostatok-yadovitogo-zaklinaniya-4-y-rang","Остаток ядовитого заклинания 4-й ранг","true","true"
"material","material-pantsirnaya-plastina-chudovishcha-10-y-rang","Панцирная пластина чудовища 10-й ранг","true","true"
"material","material-pantsirnaya-plastina-chudovishcha-2-y-rang","Панцирная пластина чудовища 2-й ранг","true","true"
"material","material-pantsirnaya-plastina-chudovishcha-3-y-rang","Панцирная пластина чудовища 3-й ранг","true","true"
"material","material-pantsirnaya-plastina-chudovishcha-5-y-rang","Панцирная пластина чудовища 5-й ранг","true","true"
"material","material-pantsirnaya-plastina-chudovishcha-6-y-rang","Панцирная пластина чудовища 6-й ранг","true","true"
"material","material-pantsirnaya-plastina-chudovishcha-7-y-rang","Панцирная пластина чудовища 7-й ранг","true","true"
"material","material-pantsirnaya-plastina-chudovishcha-9-y-rang","Панцирная пластина чудовища 9-й ранг","true","true"
"material","material-paraziticheskaya-massa-3-y-rang","Паразитическая масса 3-й ранг","true","true"
"material","material-paraziticheskaya-massa-7-y-rang","Паразитическая масса 7-й ранг","true","true"
"material","material-parovoy-reagent-5-y-rang","Паровой реагент 5-й ранг","true","true"
"material","material-parovoy-reagent-7-y-rang","Паровой реагент 7-й ранг","true","true"
"material","material-parovoy-reagent-9-y-rang","Паровой реагент 9-й ранг","true","true"
"material","material-187","Паутина гиганского паука","false","true"
"material","material-pautina-chudovishcha-1-y-rang","Паутина чудовища 1-й ранг","true","true"
"material","material-pautina-chudovishcha-2-y-rang","Паутина чудовища 2-й ранг","true","true"
"material","material-pautina-chudovishcha-3-y-rang","Паутина чудовища 3-й ранг","true","true"
"material","material-pero-chudovishcha-2-y-rang","Перо чудовища 2-й ранг","true","true"
"material","material-pero-chudovishcha-3-y-rang","Перо чудовища 3-й ранг","true","true"
"material","material-pero-chudovishcha-5-y-rang","Перо чудовища 5-й ранг","true","true"
"material","material-pero-chudovishcha-6-y-rang","Перо чудовища 6-й ранг","true","true"
"material","material-pero-chudovishcha-7-y-rang","Перо чудовища 7-й ранг","true","true"
"material","material-pero-chudovishcha-9-y-rang","Перо чудовища 9-й ранг","true","true"
"material","material-plavnik-chudovishcha-1-y-rang","Плавник чудовища 1-й ранг","true","true"
"material","material-13","Повреждённый осколок души","false","true"
"material","material-183","Прах модронов","false","true"
"material","material-prakh-modronov-1-y-rang","Прах модронов 1-й ранг","true","true"
"material","material-psionicheskiy-uzel-1-y-rang","Псионический узел 1-й ранг","true","true"
"material","material-psionicheskiy-uzel-10-y-rang","Псионический узел 10-й ранг","true","true"
"material","material-psionicheskiy-uzel-3-y-rang","Псионический узел 3-й ранг","true","true"
"material","material-psionicheskiy-uzel-4-y-rang","Псионический узел 4-й ранг","true","true"
"material","material-psionicheskiy-uzel-5-y-rang","Псионический узел 5-й ранг","true","true"
"material","material-psionicheskiy-uzel-6-y-rang","Псионический узел 6-й ранг","true","true"
"material","material-psionicheskiy-uzel-7-y-rang","Псионический узел 7-й ранг","true","true"
"material","material-psionicheskiy-uzel-9-y-rang","Псионический узел 9-й ранг","true","true"
"material","material-regeneriruyushchaya-plot-3-y-rang","Регенерирующая плоть 3-й ранг","true","true"
"material","material-regeneriruyushchaya-plot-5-y-rang","Регенерирующая плоть 5-й ранг","true","true"
"material","material-regeneriruyushchaya-plot-6-y-rang","Регенерирующая плоть 6-й ранг","true","true"
"material","material-regeneriruyushchaya-plot-7-y-rang","Регенерирующая плоть 7-й ранг","true","true"
"material","material-rog-chudovishcha-1-y-rang","Рог чудовища 1-й ранг","true","true"
"material","material-rog-chudovishcha-2-y-rang","Рог чудовища 2-й ранг","true","true"
"material","material-rog-chudovishcha-4-y-rang","Рог чудовища 4-й ранг","true","true"
"material","material-rog-chudovishcha-5-y-rang","Рог чудовища 5-й ранг","true","true"
"material","material-rog-chudovishcha-6-y-rang","Рог чудовища 6-й ранг","true","true"
"material","material-rog-chudovishcha-7-y-rang","Рог чудовища 7-й ранг","true","true"
"material","material-rog-chudovishcha-8-y-rang","Рог чудовища 8-й ранг","true","true"
"material","material-serdtse-trollya","Сердце тролля","true","true"
"material","material-serdtse-chudovishcha-10-y-rang","Сердце чудовища 10-й ранг","true","true"
"material","material-serdtse-chudovishcha-3-y-rang","Сердце чудовища 3-й ранг","true","true"
"material","material-serdtse-chudovishcha-4-y-rang","Сердце чудовища 4-й ранг","true","true"
"material","material-serdtse-chudovishcha-5-y-rang","Сердце чудовища 5-й ранг","true","true"
"material","material-serdtse-chudovishcha-6-y-rang","Сердце чудовища 6-й ранг","true","true"
"material","material-serdtse-chudovishcha-7-y-rang","Сердце чудовища 7-й ранг","true","true"
"material","material-slyuna-chudovishcha-2-y-rang","Слюна чудовища 2-й ранг","true","true"
"material","material-slyuna-chudovishcha-3-y-rang","Слюна чудовища 3-й ранг","true","true"
"material","material-slyuna-chudovishcha-4-y-rang","Слюна чудовища 4-й ранг","true","true"
"material","material-slyuna-chudovishcha-8-y-rang","Слюна чудовища 8-й ранг","true","true"
"material","material-snovidcheskiy-osadok-3-y-rang","Сновидческий осадок 3-й ранг","true","true"
"material","material-snovidcheskiy-osadok-4-y-rang","Сновидческий осадок 4-й ранг","true","true"
"material","material-snovidcheskiy-osadok-5-y-rang","Сновидческий осадок 5-й ранг","true","true"
"material","material-snovidcheskiy-osadok-6-y-rang","Сновидческий осадок 6-й ранг","true","true"
"material","material-snovidcheskiy-osadok-8-y-rang","Сновидческий осадок 8-й ранг","true","true"
"material","material-snovidcheskiy-osadok-9-y-rang","Сновидческий осадок 9-й ранг","true","true"
"material","material-sporovyy-reagent-3-y-rang","Споровый реагент 3-й ранг","true","true"
"material","material-sporovyy-reagent-5-y-rang","Споровый реагент 5-й ранг","true","true"
"material","material-sukhozhilie-chudovishcha-1-y-rang","Сухожилие чудовища 1-й ранг","true","true"
"material","material-sukhozhilie-chudovishcha-3-y-rang","Сухожилие чудовища 3-й ранг","true","true"
"material","material-sukhozhilie-chudovishcha-4-y-rang","Сухожилие чудовища 4-й ранг","true","true"
"material","material-sukhozhilie-chudovishcha-5-y-rang","Сухожилие чудовища 5-й ранг","true","true"
"material","material-sukhozhilie-chudovishcha-6-y-rang","Сухожилие чудовища 6-й ранг","true","true"
"material","material-ugol-naya-neft-1-barrel","Угольная нефть (1 баррель)","false","true"
"material","material-27","Фрагмент панциря чудовища","false","true"
"material","material-khitin-chudovishcha-1-y-rang","Хитин чудовища 1-й ранг","true","true"
"material","material-khitin-chudovishcha-3-y-rang","Хитин чудовища 3-й ранг","true","true"
"material","material-khitin-chudovishcha-4-y-rang","Хитин чудовища 4-й ранг","true","true"
"material","material-khitin-chudovishcha-5-y-rang","Хитин чудовища 5-й ранг","true","true"
"material","material-khitin-chudovishcha-6-y-rang","Хитин чудовища 6-й ранг","true","true"
"material","material-khitin-chudovishcha-8-y-rang","Хитин чудовища 8-й ранг","true","true"
"material","material-khobotok-chazma","Хоботок Чазма","true","true"
"material","material-khobotok-chudovishcha-1-y-rang","Хоботок чудовища 1-й ранг","true","true"
"material","material-khobotok-chudovishcha-8-y-rang","Хоботок чудовища 8-й ранг","true","true"
"material","material-cheshuya-chudovishcha-1-y-rang","Чешуя чудовища 1-й ранг","true","true"
"material","material-cheshuya-chudovishcha-10-y-rang","Чешуя чудовища 10-й ранг","true","true"
"material","material-cheshuya-chudovishcha-2-y-rang","Чешуя чудовища 2-й ранг","true","true"
"material","material-cheshuya-chudovishcha-4-y-rang","Чешуя чудовища 4-й ранг","true","true"
"material","material-cheshuya-chudovishcha-5-y-rang","Чешуя чудовища 5-й ранг","true","true"
"material","material-cheshuya-chudovishcha-6-y-rang","Чешуя чудовища 6-й ранг","true","true"
"material","material-cheshuya-chudovishcha-7-y-rang","Чешуя чудовища 7-й ранг","true","true"
"material","material-cheshuya-chudovishcha-8-y-rang","Чешуя чудовища 8-й ранг","true","true"
"material","material-cheshuya-chudovishcha-9-y-rang","Чешуя чудовища 9-й ранг","true","true"
"material","material-180","Шерсть гриффона","false","true"
"material","material-sherst-griffona-1-y-rang","Шерсть гриффона 1-й ранг","true","true"
"material","material-ship-chudovishcha-1-y-rang","Шип чудовища 1-й ранг","true","true"
"material","material-ship-chudovishcha-4-y-rang","Шип чудовища 4-й ранг","true","true"
"material","material-ship-chudovishcha-5-y-rang","Шип чудовища 5-й ранг","true","true"
"material","material-shipastye-shipy","Шипастые шипы","false","true"
"material","material-shkura-chudovishcha-1-y-rang","Шкура чудовища 1-й ранг","true","true"
"material","material-shkura-chudovishcha-10-y-rang","Шкура чудовища 10-й ранг","true","true"
"material","material-shkura-chudovishcha-3-y-rang","Шкура чудовища 3-й ранг","true","true"
"material","material-shkura-chudovishcha-4-y-rang","Шкура чудовища 4-й ранг","true","true"
"material","material-shkura-chudovishcha-5-y-rang","Шкура чудовища 5-й ранг","true","true"
"material","material-shkura-chudovishcha-6-y-rang","Шкура чудовища 6-й ранг","true","true"
"material","material-shkura-chudovishcha-7-y-rang","Шкура чудовища 7-й ранг","true","true"
"material","material-shkura-chudovishcha-8-y-rang","Шкура чудовища 8-й ранг","true","true"
"material","material-shkura-chudovishcha-9-y-rang","Шкура чудовища 9-й ранг","true","true"
"material","material-shchupal-tse-chudovishcha-1-y-rang","Щупальце чудовища 1-й ранг","true","true"
"material","material-shchupal-tse-chudovishcha-2-y-rang","Щупальце чудовища 2-й ранг","true","true"
"material","material-shchupal-tse-chudovishcha-4-y-rang","Щупальце чудовища 4-й ранг","true","true"
"material","material-shchupal-tse-chudovishcha-5-y-rang","Щупальце чудовища 5-й ранг","true","true"
"material","material-shchupal-tse-chudovishcha-6-y-rang","Щупальце чудовища 6-й ранг","true","true"
"material","material-shchupal-tse-chudovishcha-9-y-rang","Щупальце чудовища 9-й ранг","true","true"
"material","material-essentsiya-vody-2-y-rang","Эссенция воды 2-й ранг","true","true"
"material","material-essentsiya-vody-3-y-rang","Эссенция воды 3-й ранг","true","true"
"material","material-essentsiya-vody-4-y-rang","Эссенция воды 4-й ранг","true","true"
"material","material-essentsiya-vody-5-y-rang","Эссенция воды 5-й ранг","true","true"
"material","material-essentsiya-vody-8-y-rang","Эссенция воды 8-й ранг","true","true"
"material","material-essentsiya-vody-9-y-rang","Эссенция воды 9-й ранг","true","true"
